,,,,,,,,,,
,,,,,,,,,,
Y01-AA-FOR-0099 Workshop Delivery Record ,,,,,,,,,,
,,,,,,,,,,
DATE,TIME,COURIER,TRACKING NUMBER,SUPPLIER,NO. OF BOXES,NO. OF PALLETS,COMMENTS,PROJECT REF.,PO NUMBER,LINK TO DELIVERY NOTE
22/10/2020,14:40,TNT,109485940,AUS,1,,INSPECTED EQUIPMENT,WAREHOUSE,PO004932,
22/10/2020,14:45,OWN,N/A,CEF,1,,ASST PARTS,B77,PO004933,
22/10/2020,14:45,OWN,N/A,CEF,1,,"FUSE, SWITCH AND CRIMPS",B77,PO004933,
23/10/2020,08:30,TUFFNELLS,14537,CABLE SERVICES,2,,ASST M10 S/STEEL PARTS,B74,PO004892,
28/10/2020,09:50,ROYAL MAIL,ZI171569107GB,TCE,1,,ENGRAVED LABELS,B62,PO004909,
28/10/2020,10:00,UPS,1Z43W3286842432797,CEMBRE,1,,RIGHT ANGLE RED CRIMPS,B62,PO004914,
29/10/2020,11:15,OWN,N/A,CAPTRAD,,1,"GRP POSTS, FENCING AND FIXINGS",B77,PO004919,
29/10/2020,12:00,PARCEL FORCE,PBJZ7541765001,SCREWFIX,1,,MILWAUKEE TOWER LIGHT,WAREHOUSE,PO004945,
02/11/2020,10:00,OWN,N/A,REXEL,1,,PROFILE DOOR MOUNTING ,B62,PO004926,
02/11/2020,10:00,OWN,N/A,REXEL,1,,"BROWN, GREY AND GREEN/YELLOW CABLES",B77,PO004751,
02/11/2020,11:00,OWN,N/A,ELAND CABLES,,1,3 x 70mm CABLE AND GLAND KITS,B77,PO004953,
04/11/2020,10:15,UPS,1ZY9838F6899184779,TOTAL LOCKOUT,1,,WALL MOUNTED LOCK OUT BOXES,B87,PO004961,
04/11/2020,10:25,ROYAL MAIL, PB2038656,TCE,1,,ENGRAVED LABELS,B62,PO004954,
09/11/2020,10:00,ROYAL MAIL,0217-FBDB-0163-C871,HAVI,1,,HAVI MONITOR,WAREHOUSE,D.TEW,
09/11/2020,10:00,ROYAL MAIL,0217-F47C-01BA-7BDE,NKD GROUP,1,,GLAND PLATE,B87,PO004960,
09/11/2020,13:00,DPD,159768473069810,CABLE DRUM JACKS,4,,HEAVY DUTY AND NARROW CABLE ROLLERS,B77,PO004970,
10/11/2020,12:00,PARCEL FORCE,PBDX2761954001,RS COMPONENTS,1,,4501 DISPLAY PROGRAMMING FRONT,B62,PO004995,
11/11/2020,08:20,APC,0035722,ENVIROSOLUTION LTD,2,,WASTE TESTING BOX AND RECEPTACLES,B84,PO004994,
12/11/2020,12:00,TNT,136322115,FINDLAY IRVINE LTD,1,,RAIL TEMP SENSOR,B77,PO004982,
12/11/2020,12:30,DPD,15976848515363H,PORTABLE POWER TECH,1,,INVERTERS AND TERMINAL ADAPTORS,B74,PO005008,
12/11/2020,14:30,PARCEL FORCE,PBKW5131135001,TOOLSTATION,1,,BANDING AND STAINLESS STEEL SCREWS,B90,PO005007,
13/11/2020,08:00,DSV,40257145950065863200,SAN HEAT,,1,HEATING ELEMENTS,B77,PO004947,
13/11/2020,08:50,PARCEL FORCE,PBIV2422307002,GRAYBAR,2,,GRP PEDESTAL OFF-TRACK JUNCTION BOXES,B77,PO004983,
13/11/2020,09:25,UPS,1ZE442146649099053,HALFORDS,2,,BATTERIES,B74,S.GREGORY,
13/11/2020,10:10,APC,0116599,CABLECRAFT,1,,RED M4 ANGLED RING CRIMPS,B62,PO005011,
17/11/2020,11:20,PARCEL FORCE,PBDX3719961001,RS COMPONENTS,1,,NYLON LOCKNUTS AND SCREW PLUGS,A99,PO005023,
18/11/2020,08:30,TNT,144431165,FINDLAY IRVINE LTD,1,,JUNCTION BOX FOR 407M PROBES,B77,PO004982,
18/11/2020,08:45,TUFFNELLS,14641,CABLE SERVICES,1,,"HEATSHRINK, TAPE AND END CAPS",B90,PO005028,
18/11/2020,09:10,OWN,N/A,PLASTECH - UNITED CIVILS,4,,DUCTING AND COUPLERS,B90,PO005020,
18/11/2020,09:20,PARCEL FORCE,PBDX3806970001,RS COMPONENTS,1,,M25 LOCKNUTS,A99,PO005023,
18/11/2020,09:45,OWN,N/A,UNIPART RAIL,,1,CONCRETE PLINTH,B77,PO004942,
18/11/2020,10:40,DX,L9359354,DRAINAGE SUPERSTORE,2,,WOODEN STAKES,B90,PO005016,
18/11/2020,11:15,PALLETWAYS,148317,BLAKLEY ELECTRICS,,1,STANDARD 10 KVA PHT,B77,PO004943,
18/11/2020,14:00,OWN,QA0783924288,AMAZON,1,,ASUS DVD BURNER,N/A,L.SMITH,
19/11/2020,13:00,TNT,146581772,AUS,1,,CABLE GUARDS,B77,PO005027,
20/11/2020,08:40,DHL,41473970004414,HAWKER SIDDELEY,1,,TRANSDUCER AND RECEIVER,REPLACEMENT,S.GREGORY,
20/11/2020,09:00,TUFFNELLS,20895,SPEEDY ASSETS,1,,SLEDGEHAMMER,B90,PO005034,
20/11/2020,14:10,OWN,N/A,UNIPART RAIL,1,,STRIP HEATER CABLE ASST PARTS,B77,PO005033,
24/11/2020,10:40,DPD,15976851497713E,CCTV KITS,2,,ASST CCTV KIT PARTS,WAREHOUSE,L.SMITH,
25/11/2020,09:40,PALLET FORCE,816356,ATL TRANSFORMERS,,1,TRANSFORMERS AND BRACKETS,B77,PO005026,
25/11/2020,09:50,ROYAL MAIL,PB2042848,HEATSHRINK-ONLINE LTD,1,,GREEN AND YELLOW HEATSHRINK,B77,P.GRAHAM,
25/11/2020,11:20,PARCEL FORCE,PBCU3957277002,SCREWFIX,1,,SUPER GLUE AND GRINDING DISCS,B73,PO005053,
25/11/2020,11:20,PARCEL FORCE,PBCU3957277001,SCREWFIX,1,,YELLOW MARKING SPRAY PAINT,B73,PO005053,
25/11/2020,12:20,OWN,N/A,G.A NICHOLAS,,1,NPL24 AND NPL38 BATTERIES,B73,PO004925,
25/11/2020,12:20,OWN,N/A,G.A NICHOLAS,1,,"CABLE, CRIMPS, TAPE AND TRUNKING",B73,PO005036,
25/11/2020,12:20,OWN,N/A,G.A NICHOLAS,1,,MCB`s AND 3 CORE 6MM CABLE,B84,PO005059,
25/11/2020,12:35,APC,0011731,JOINTING TECH,1,,ASST CABLE LUGS,B77,PO005056,
26/11/2020,09:00,TUFFNELLS,1278,CAPTRAD,1,,GRP MESH PANEL,B77,PO005062,
26/11/2020,09:30,OWN,N/A,SCREWFIX,1,,WHITE AND YELLOW MARKING SPRAY PAINT,B84,PO005057,
26/11/2020,09:40,OWN,N/A,CEF,1,,"CLEATS, SCREWS,PLUGS, BOLTS, NUTS AND WASHERS",B84,PO005058,
27/11/2020,08:35,OWN,N/A,WOODSTOCK TRADING,2,,OFFICE SCREENS AND BRACKETS,OFFICE,PO004853,
27/11/2020,09:15,DHL,8573111201,MICROELETTRICA,1,,REPAIRED RELAY,A88,PO004991,
27/11/2020,09:15,DHL,8573111201,MICROELETTRICA,1,,REPAIRED RELAY,A88,PO004896,
30/11/2020,11:10,TUFFNELLS,432328,UNITRUNK - G.A NICHOLAS,2,,HEAVY DUTY CABLE TRAY AND FIXINGS,B84,PO005059,
01/12/2020,11:15,OWN,N/A,ADCAM,2,,LOGSTRUP DOORS,B,PO004724,
02/12/2020,08:10,OWN,N/A,ACT,1,,MEGGER LEADSET,WAREHOUSE,PO005045,
02/12/2020,08:50,APC,0120266,CABLECRAFT,1,,ASST LABELS,B77,PO005068,
02/12/2020,08:50,APC,0011793,JOINTING TECH,1,,ASST CABLE LUGS,B77,PO005077,
02/12/2020,13:00,PARCEL FORCE,PBDX5701597001,RS COMPONENTS,1,,M8 RING CRIMPS AND FUSE,B77,PO005079,
02/12/2020,15:10,STD TRANSPORT,0000528499/1,BLAKLEY ELECTRICS,,1,TRANSFORMERS,B69,PO005065,
04/12/2020,09:30,FEDEX,0850399774898484,CEF,3,,ASST PARTS,B77,PO005047,
04/12/2020,09:45,TUFFNELLS,14708,CABLE SERVICES,2,,11KV JOINTS,B87,PO005089,
08/12/2020,10:50,DPD,15976856051768E,WILLSONS PRINTERS LTD,2,,ASST OFFICE DOCUMENTS,OFFICE,PO005091,
09/12/2020,08:45,OWN,N/A,REXEL,3,,SWITCHFUSES AND BUSBAR CLAMPS,B77,PO005044R,
10/12/2020,09:50,FEDEX,0850781121711787,CEF,1,,FUSESWITCH,B77,PO005095,
10/12/2020,10:00,APC,0011888,JOINTING TECH,1,,INDOOR TERMINATION AND LUGS,B87,PO005088,
11/12/2020,11:00,OWN,N/A,REXEL,1,,35MM 1 CORE CABLE,B77,PO005044R,
11/12/2020,11:45,OWN,N/A,CEF,1,,BUSBAR CHAMBER,B77,PO005074,
11/12/2020,12:45,OWN,N/A,CEF(COLLECTED),1,,BUSBAR CHAMBER,B77,PO005074,
11/12/2020,14:00,OWN,N/A,AMAZON,1,,LAPTOP POWER LEAD,OFFICE,L.SMITH,
21/12/2020,11:00,APC,0011975,JOINTING TECH,1,,CEMBRE HV CRIMP LUGS,,PO005122,
04/01/2021,09:30,OWN,N/A,REXEL,1,,35MM 1 CORE CABLE,B77,PO005044R,
04/01/2021,09:55,UPS,1Z2V6F036842025990,G.A NICHOLAS,1,,XMAS GIFT,OFFICE,N/A,
06/01/2021,09:35,UPS,1ZE45Y996890578022,HUB ELECTRONICS LTD,1,,BULKHEAD LIGHTS,B69,PO005066,
06/01/2021,10:05,FEDEX,0850782236036945,CEF,1,,REDUCERS AND INSPECTION LABELS,B77,PO005134,
07/01/2021,09:30,PARCEL FORCE,PBDX9045485001,RS COMPONENTS,1,,SOLID LINKS FOR A3 FUSES,B77,PO005136,
11/01/2021,08:40,DX ,L1084749,CEF,1,,"ARBORS, DRILL BITS, BLADES",B73,PO005048,
11/01/2021,09:00,OWN,N/A,CEF,1,,2.5MM GREY CABLE,B73,PO005048,
13/01/2021,10:00,UPS,1Z43W3286841935755,CEMBRE,1,,REPLACEMENT PART,N/A,PO005133,
14/01/2021,08:35,TUFFNELLS,8732,INDESPENSION TRAILERS,1,,JOCKEY WHEEL,N/A,PO00,
19/01/2021,10:00,TOP FLIGHT LOG,L1455209,ORBITAL,1,,"CLIPS, CLAMPS, BOLTS,WASHERS, PLASIC STRIP",B69,PO005165,
20/01/2021,10:40,ROYAL MAIL,NY564344665GB,WILLROSE,1,,10A MCB,B69,PO005166,
20/01/2021,10:50,OWN,N/A,SPEEDY ASSETS,1,,GRP SCAFFOLDIND END PART,WAREHOUSE,PO005143,
20/01/2021,12:00,DPD,15503146956144Z,SUPERLEC,1,,2 x 1.5(7) CABLE,B69,PO005167,
20/01/2021,12:00,APC,0127581,CABLECRAFT,1,,LABEL AND TAGS,B69,PO005168,
21/01/2021,11:10,APC,0030821,DIRECT CHANNEL,1,,UNISTRUT HINGES,B69,PO005176,
22/01/2021,09:30,ROYAL MAIL,NL305600486GB,TCE,1,,ENGRAVED LABELS,B87,PO005169,
28/01/2021,09:00,N/A,41212050038174,DEMAR UK LIMITED,1,,VAN RACKING,VAN,PO005173,
28/01/2021,10:00,DPD,155032904306376,SUPERLEC,1,,BLUE AND BROWN SLEEVING,B69,PO005167,
01/02/2021,08:45,S.COOPER,CAB7739,CABLE SERVICES,,1,ASST PARTS,B45,PO005151,
01/02/2021,09:15,APC,0008928,VANRACK.CO,1,,VAN RACKING,VAN,PO005172,
01/02/2021,14:30,FRASER DUNLOP,28563,RAIL ELECTRIFICATION LTD,,4,ASST SCRAP METAL FROM A99,N/A,PO00,
12/02/2021,09:15,PALLET FORCE,F015644,FIBAFORM PRODUCTS LTD,,1,NR SPEC.GRP CUBICLE,B68,PO005142,
12/02/2021,09:15,PALLET FORCE,F015645,FIBAFORM PRODUCTS LTD,,1,NR SPEC.GRP CUBICLE,B68,PO005142,
15/02/2021,12:45,TOP FLIGHT LOG,906728319295,ORBITAL,1,,BLUE BARRIER FENCING,,PO00,
17/02/2021,09:00,UPS,1Z950W2Y6895183679,XEROX,1,,TONER AND WASTE,OFFICE,N/A,
17/02/2021,12:30,PARCEL FORCE,PBND0953815001,SCREWFIX,1,,TURBO COACH SCREWS,B69,PO005245,
17/02/2021,12:30,PARCEL FORCE,PBDY5337302001,RS COMPONENTS,1,,TOP HAT DIN RAIL,B73,PO005244,
17/02/2021,12:30,PARCEL FORCE,PBDY5332530001,RS COMPONENTS,1,,"ASST SWITCHES, LABELS, BRACKETS",B73,PO005244,
18/02/2021,09:40,DX,L2472037,CEF,1,,ASST PARTS,B68,PO005256,
19/02/2021,09:00,FEDEX,783859143976,SAFETY LIFTING GEAR,1,,3T 6M SLINGS,,PO00,
19/02/2021,09:45,ROYAL MAIL,PB5576042,SAFETY SIGNS 4 LESS,1,,FIRE EXIT SIGN,,PO00,
22/02/2021,08:40,PARCEL FORCE,PBDY5922837001,RS COMPONENTS,1,,ANTI CONDENSATION HEATERS,B68,PO005267,
22/02/2021,10:00,DPD,15976873509696Z,ORBITAL,2,,"S/STEEL BAR, NUTS, BOLTS,WASHERS, RAWL BOLTS",C08,PO005271,
22/02/2021,13:30,TUFFNELLS,659,CABLECRAFT,1,,75 x 75 GREY TRUNKING,B73,PO005246,
23/02/2021,10:00,TUFFNELLS,3166310,ALCOMET,1,,COPPER BAR AND FENCE INSULATORS,C08,PO005270,
23/02/2021,14:00,OWN,A10365582123,AMAZON,1,,BATTERY CHARGER POWER SUPPLY,T.PROCTER,N/A,
24/02/2021,09:30,APC,0134159,CABLECRAFT,1,,ASST LABELS,B68,PO005268,
24/02/2021,11:00,PARCEL FORCE,PBDY5484447001,RS COMPONENTS,1,,EMBEDDED SWITCH MODE POWER SUPPLY,B73,PO005244,
24/02/2021,11:00,PARCEL FORCE,PBDY6337428001,RS COMPONENTS,1,,ASST DRILL BITS,C08,PO005277,
25/02/2021,08:40,DX,L2705616,CABLE SERVICES,1,,32MM ARBOR,B45,PO005151,
25/02/2021,10:00,TUFFNELLS,14976,CABLE SERVICES,1,,UNISTRUT M10 FITTING TOOL,B45,PO005151,
26/02/2021,10:00,OWN,N/A,JR INDUSTRIAL,1,,TROUSERS AND GLOVES,PPE,PO005276,
26/02/2021,10:45,TUFFNELLS,800,CABLECRAFT,1,,75 x 50 GREY TRUNKING,B73,PO005281,
01/03/2021,09:45,DPD,15976875154593Z,TCE,1,, ENGRAVED LABELS,B73,PO005278,
01/03/2021,13:20,OWN,N/A,TRANSFORMERS UK LTD,,1,20KVA AIR COOLED TRANSFORMER,,,
02/03/2021,08:10,APC,0012580,JOINTING TECH,1,,120mm CRIMP LUGS,B60,PO005288,
02/03/2021,09:45,FEDEX,784179033857,CEF,1,,80A 300MA RCD,B68,PO005266,
03/03/2021,09:30,FEDEX,784265462666,CEF,1,,TRUNKING T- JOINT AND LED BULBS,B68,PO005296,
03/03/2021,12:00,PALLET NETWORK,70553437-01,FIBAFORM PRODUCTS LTD,,1,NR SPEC.GRP CUBICLE,C02,PO005204,
04/03/2021,12:40,OWN,N/A,G.A NICHOLAS,2,1,ENCLOSURE AND ASST PARTS,B73,PO005241,
04/03/2021,12:45,PCS LOGISTICS,N/A,ILECSYS RAIL LIMITED,,5,,C09,N/A,
05/03/2021,08:00,OWN,N/A,ACT LTD,2,,FLUKE TWISTGUARD TEST LEADS,N/A,PO005219,
09/03/2021,09:00,DX,L3136973,CEF,1,,"CABLE, ISOLATOR, SWITCHES, CONDUIT",C02,PO005311,
09/03/2021,10:00,OWN,N/A,TRANSFORMERS UK LTD,,1,50KVA AIR COOLED TRANSFORMER,,,
09/03/2021,11:10,PARCEL FORCE,PBDY8009990001,RS COMPONENTS,1,,ASST PARTS FOR MARSHALLING CAB ,B73,PO005307,
10/03/2021,08:15,PARCEL FORCE,PBDY8022188001,RS COMPONENTS,1,,DIN RAIL,B73,PO005307,
10/03/2021,11:00,APC,0136672,CABLECRAFT,1,,"CRIMPS, CABLE TIE BASES AND CABLE SOCK",A99,PO005316,
11/03/2021,09:10,UPS,1Z2X07F36829193794,FARNELL,1,,1.5MM TRI RATED WHITE CABLE,B73,PO005318,
11/03/2021,10:50,OWN,N/A,JR INDUSTRIAL,1,,"TROUSERS, JACKET AND POLO SHIRT",PPE,PO005303,
11/03/2021,11:45,OWN,N/A,PARK ELECTRICAL,1,,ENCLOSURE,,PO005308,
12/03/2021,08:20,PARCEL FORCE,PBDY8696794001,RS COMPONENTS,1,,1.5MM CABLE AND JIGSAW BLADES,,PO005325,
12/03/2021,09:20,ROYAL MAIL,PZ256048490GB,CPC.CO.UK,1,,PLUG IN BASES AND TRUNKING,B73,PO005317,
15/03/2021,11:00,PARCEL FORCE,PBDY8783017001,RS COMPONENTS,1,,DIN RAIL END STOPS,B73,PO005307,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
